drug_id,protein_id,protein_name,protein_title,drug_name
DB01004,Q9QNF7,Thymidine kinase,KITH_HHV1,Ganciclovir
DB02324,Q9QNF7,Thymidine kinase,KITH_HHV1,5-Iodo-2'-Deoxyuridine-5'-Monophosphate
DB02495,Q9QNF7,Thymidine kinase,KITH_HHV1,9-(4-hydroxybutyl)-N2-phenylguanine
DB02500,Q9QNF7,Thymidine kinase,KITH_HHV1,6-(Dihydroxy-Isobutyl)-Thymine
DB02765,Q9QNF7,Thymidine kinase,KITH_HHV1,R-9-(2-hydroxypropyl)adenine
DB02921,Q9QNF7,Thymidine kinase,KITH_HHV1,(South)-Methanocarba-Thymidine
DB03804,Q9QNF7,Thymidine kinase,KITH_HHV1,5-Bromothienyldeoxyuridine
DB04139,Q9QNF7,Thymidine kinase,KITH_HHV1,6-Hydroxypropylthymine
DB00171,P37023,Serine/threonine-protein kinase receptor R3,ACVL1_HUMAN,ATP
DB00216,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Eletriptan
DB00247,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Methysergide
DB00315,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Zolmitriptan
DB00320,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Dihydroergotamine
DB00669,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Sumatriptan
DB00696,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Ergotamine
DB00952,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Naratriptan
DB00953,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Rizatriptan
DB06148,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Mianserin
DB11732,P30939,5-hydroxytryptamine receptor 1F,5HT1F_HUMAN,Lasmiditan
DB00615,P0A7Z4,DNA-directed RNA polymerase subunit alpha,RPOA_ECOLI,Rifabutin
DB11753,P0A7Z4,DNA-directed RNA polymerase subunit alpha,RPOA_ECOLI,Rifamycin
DB00308,Q9H252,Potassium voltage-gated channel subfamily H member 6,KCNH6_HUMAN,Ibutilide
DB01162,Q9H252,Potassium voltage-gated channel subfamily H member 6,KCNH6_HUMAN,Terazosin
DB01106,O95665,Neurotensin receptor type 2,NTR2_HUMAN,Levocabastine
DB00157,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,NADH
DB01213,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Fomepizole
DB01711,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,"2,3,4,5,6-Pentafluorobenzyl Alcohol"
DB02131,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,N-1-methylheptylformamide
DB02249,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,2-Ethoxyethanol
DB02659,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Cholic Acid
DB02721,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,4-Iodopyrazole
DB02757,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Pyrazole
DB02822,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Para-Bromobenzyl Alcohol
DB02871,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,3-Butylthiolane 1-Oxide
DB03020,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide
DB03061,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,(R)-N-(1-Methyl-Hexyl)-Formamide
DB03226,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Trifluoroethanol
DB03559,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Cyclohexylformamide
DB04071,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,Cpad
DB04113,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,N-Formylpiperidine
DB04312,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,"2,3-Difluorobenzyl Alcohol"
DB04448,P00326,Alcohol dehydrogenase 1C,ADH1G_HUMAN,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene"
DB00609,P9WIE5,Catalase-peroxidase,KATG_MYCTU,Ethionamide
DB00951,P9WIE5,Catalase-peroxidase,KATG_MYCTU,Isoniazid
DB00033,P38484,Interferon gamma receptor 2,INGR2_HUMAN,Interferon gamma-1b
DB00828,P0A749,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,MURA_ECOLI,Fosfomycin
DB00171,O60706,ATP-binding cassette sub-family C member 9,ABCC9_HUMAN,ATP
DB01016,O60706,ATP-binding cassette sub-family C member 9,ABCC9_HUMAN,Glyburide
DB09220,O60706,ATP-binding cassette sub-family C member 9,ABCC9_HUMAN,Nicorandil
DB00241,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Butalbital
DB00306,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Talbutal
DB00312,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Pentobarbital
DB00371,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Meprobamate
DB00395,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Carisoprodol
DB00402,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Eszopiclone
DB00418,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Secobarbital
DB00463,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Metharbital
DB00599,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Thiopental
DB00794,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Primidone
DB00849,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Methylphenobarbital
DB00898,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Ethanol
DB01198,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Zopiclone
DB01205,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Flumazenil
DB01351,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Amobarbital
DB01352,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Aprobarbital
DB01353,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Butobarbital
DB01354,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Heptabarbital
DB01355,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Hexobarbital
DB01483,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Barbital
DB01496,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione"
DB01567,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GBRA5_HUMAN,Fludiazepam
DB00644,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRR2_HUMAN,Gonadorelin
DB00666,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRR2_HUMAN,Nafarelin
DB01406,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRR2_HUMAN,Danazol
DB00157,Q16718,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUA5_HUMAN,NADH
DB00548,P66010,Thioredoxin reductase,TRXB_STAAM,Azelaic acid
DB00374,P43119,Prostacyclin receptor,PI2R_HUMAN,Treprostinil
DB01088,P43119,Prostacyclin receptor,PI2R_HUMAN,Iloprost
DB01160,P43119,Prostacyclin receptor,PI2R_HUMAN,Dinoprost tromethamine
DB01240,P43119,Prostacyclin receptor,PI2R_HUMAN,Epoprostenol
DB05229,P43119,Prostacyclin receptor,PI2R_HUMAN,Beraprost
DB11362,P43119,Prostacyclin receptor,PI2R_HUMAN,Selexipag
DB00246,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Ziprasidone
DB00247,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Methysergide
DB00315,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Zolmitriptan
DB00320,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Dihydroergotamine
DB00363,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Clozapine
DB00408,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Loxapine
DB00953,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Rizatriptan
DB01224,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Quetiapine
DB01238,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Aripiprazole
DB14185,P28566,5-hydroxytryptamine receptor 1E,5HT1E_HUMAN,Aripiprazole lauroxil
DB00419,Q16739,Ceramide glucosyltransferase,CEGT_HUMAN,Miglustat
DB09039,Q16739,Ceramide glucosyltransferase,CEGT_HUMAN,Eliglustat
DB00241,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Butalbital
DB00306,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Talbutal
DB00312,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Pentobarbital
DB00371,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Meprobamate
DB00418,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Secobarbital
DB00463,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Metharbital
DB00599,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Thiopental
DB00794,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Primidone
DB00849,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Methylphenobarbital
DB00898,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Ethanol
DB01351,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Amobarbital
DB01352,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Aprobarbital
DB01353,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Butobarbital
DB01354,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Heptabarbital
DB01355,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Hexobarbital
DB01483,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,Barbital
DB01496,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GBRA4_HUMAN,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione"
DB00157,P30837,"Aldehyde dehydrogenase X, mitochondrial",AL1B1_HUMAN,NADH
DB00160,P43007,Neutral amino acid transporter A,SATT_HUMAN,Alanine
DB00128,Q03154,Aminoacylase-1,ACY1_HUMAN,Aspartic acid
DB06151,Q03154,Aminoacylase-1,ACY1_HUMAN,Acetylcysteine
DB09130,Q03154,Aminoacylase-1,ACY1_HUMAN,Copper
DB00347,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Trimethadione
DB00568,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Cinnarizine
DB00593,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Ethosuximide
DB00622,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Nicardipine
DB00661,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Verapamil
DB00909,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Zonisamide
DB01388,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Mibefradil
DB04841,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Flunarizine
DB05246,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Methsuximide
DB09061,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Cannabidiol
DB09227,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Barnidipine
DB09235,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Efonidipine
DB09238,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Manidipine
DB14009,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Medical Cannabis
DB14011,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CAC1G_HUMAN,Nabiximols
DB00753,P30049,"ATP synthase subunit delta, mitochondrial",ATPD_HUMAN,Isoflurane
DB01189,P30049,"ATP synthase subunit delta, mitochondrial",ATPD_HUMAN,Desflurane
DB00157,P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUV1_HUMAN,NADH
DB00182,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Amphetamine
DB00191,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Phentermine
DB00193,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Tramadol
DB00226,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Guanadrel
DB00234,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Reboxetine
DB00245,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Benzatropine
DB00285,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Venlafaxine
DB00289,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Atomoxetine
DB00321,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Amitriptyline
DB00344,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Protriptyline
DB00408,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Loxapine
DB00422,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Methylphenidate
DB00454,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Meperidine
DB00458,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Imipramine
DB00476,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Duloxetine
DB00514,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Dextromethorphan
DB00540,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Nortriptyline
DB00543,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Amoxapine
DB00579,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Mazindol
DB00715,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Paroxetine
DB00726,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Trimipramine
DB00830,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Phenmetrazine
DB00852,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Pseudoephedrine
DB00907,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Cocaine
DB00924,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Cyclobenzaprine
DB00934,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Maprotiline
DB00937,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Diethylpropion
DB00988,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Dopamine
DB01104,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Sertraline
DB01105,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Sibutramine
DB01114,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Chlorpheniramine
DB01142,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Doxepin
DB01149,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Nefazodone
DB01151,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Desipramine
DB01156,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Bupropion
DB01170,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Guanethidine
DB01173,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Orphenadrine
DB01175,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Escitalopram
DB01221,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Ketamine
DB01242,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Clomipramine
DB01363,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Ephedra sinica root
DB01364,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Ephedrine
DB01381,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Ginkgo biloba
DB01442,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,MMDA
DB01454,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Midomafetamine
DB01576,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Dextroamphetamine
DB01577,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Metamfetamine
DB01579,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Phendimetrazine
DB04821,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Nomifensine
DB04836,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Amineptine
DB04840,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Debrisoquine
DB04889,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Bicifadine
DB04896,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Milnacipran
DB05012,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,XEN-2174
DB05642,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,DDP-225
DB05688,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,CRx-119
DB05964,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Amitifadine
DB06148,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Mianserin
DB06156,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Tesofensine
DB06204,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Tapentadol
DB06333,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Trodusquemine
DB06700,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Desvenlafaxine
DB06701,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Dexmethylphenidate
DB08918,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Levomilnacipran
DB09068,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Vortioxetine
DB09167,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Dosulepin
DB09185,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Viloxazine
DB09225,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Zotepine
DB12305,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Dasotraline
DB13931,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Netarsudil
DB14754,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Solriamfetol
DB16629,P23975,Sodium-dependent noradrenaline transporter,SC6A2_HUMAN,Serdexmethylphenidate
DB00131,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Adenosine phosphate
DB00201,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Caffeine
DB00277,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Theophylline
DB00651,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Dyphylline
DB00824,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Enprofylline
DB01088,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Iloprost
DB01113,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Papaverine
DB01412,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Theobromine
DB01647,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Daxalipram
DB01791,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Piclamilast
DB01954,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Rolipram
DB01959,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,"3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester"
DB02660,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Filaminast
DB03349,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,8-Bromo-Adenosine-5'-Monophosphate
DB03606,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,(S)-Rolipram
DB03807,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester"
DB03849,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Cilomilast
DB04149,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,(R)-Rolipram
DB04530,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,"S,S-(2-Hydroxyethyl)Thiocysteine"
DB05219,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Crisaborole
DB05266,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,Ibudilast
DB06909,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide"
DB08299,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B_HUMAN,"4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid"
DB00274,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefmetazole
DB00303,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Ertapenem
DB00430,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefpiramide
DB00438,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Ceftazidime
DB00689,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cephaloglycin
DB01327,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefazolin
DB01328,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefonicid
DB01329,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefoperazone
DB01331,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefoxitin
DB01332,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Ceftizoxime
DB01413,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefepime
DB01414,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefacetrile
DB01415,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Ceftibuten
DB01598,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Imipenem
DB04570,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Latamoxef
DB06211,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Doripenem
DB11367,P02919,Penicillin-binding protein 1B,PBPB_ECOLI,Cefroxadine
DB04957,P15382,Potassium voltage-gated channel subfamily E member 1,KCNE1_HUMAN,Azimilide
DB00024,P16473,Thyrotropin receptor,TSHR_HUMAN,Thyrotropin alfa
DB00167,P41252,"Isoleucine--tRNA ligase, cytoplasmic",SYIC_HUMAN,Isoleucine
DB00121,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA_HUMAN,Biotin
DB00157,P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUS1_HUMAN,NADH
DB00122,Q9Y5K3,Choline-phosphate cytidylyltransferase B,PCY1B_HUMAN,Choline
DB14006,Q9Y5K3,Choline-phosphate cytidylyltransferase B,PCY1B_HUMAN,Choline salicylate
DB00384,P51172,Amiloride-sensitive sodium channel subunit delta,SCNND_HUMAN,Triamterene
DB00594,P51172,Amiloride-sensitive sodium channel subunit delta,SCNND_HUMAN,Amiloride
DB00583,P43155,Carnitine O-acetyltransferase,CACP_HUMAN,Levocarnitine
DB01992,P43155,Carnitine O-acetyltransferase,CACP_HUMAN,Coenzyme A
DB02648,P43155,Carnitine O-acetyltransferase,CACP_HUMAN,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium
DB00384,P51170,Amiloride-sensitive sodium channel subunit gamma,SCNNG_HUMAN,Triamterene
DB00594,P51170,Amiloride-sensitive sodium channel subunit gamma,SCNNG_HUMAN,Amiloride
DB00548,P00582,DNA polymerase I,DPO1_ECOLI,Azelaic acid
DB08432,P00582,DNA polymerase I,DPO1_ECOLI,THYMIDINE-5'-THIOPHOSPHATE
DB00707,P01130,Low-density lipoprotein receptor,LDLR_HUMAN,Porfimer sodium
DB00157,O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUS4_HUMAN,NADH
DB00211,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Midodrine
DB00246,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Ziprasidone
DB00248,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Cabergoline
DB00298,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Dapiprazole
DB00321,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Amitriptyline
DB00334,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Olanzapine
DB00346,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Alfuzosin
DB00363,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Clozapine
DB00368,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Norepinephrine
DB00388,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Phenylephrine
DB00408,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Loxapine
DB00420,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Promazine
DB00449,P35348,Alpha-1A adrenergic receptor,ADA1A_HUMAN,Dipivefrin
